Date,Open,High,Low,Close,Volume,Market Cap
Jul-24-2019,9878.52,9919.11,9600.32,9807.41,17530908626,173406096912
Jul-23-2019,10346.19,10346.19,9878.82,9916.38,17300369515,180079201843
Jul-22-2019,10592.22,10654.55,10175.30,10338.59,16471991873,186522493577
Jul-21-2019,10746.43,10808.76,10362.65,10596.36,18416083690,188557822333
Jul-20-2019,10516.58,11025.86,10437.70,10764.70,20201960907,189930583908
Jul-19-2019,10631.69,10696.43,10225.69,10511.70,24758188145,186452733435
Jul-18-2019,9677.32,10701.62,9364.28,10629.02,25669828327,178832953360
Jul-17-2019,9450.36,9922.44,9134.26,9643.71,27039875822,170647752713
Jul-16-2019,10857.08,10996.64,9448.37,9499.56,22885732736,184954640678
Jul-15-2019,10227.42,11029.55,10041.93,10885.59,25212827648,186038099203
Jul-14-2019,11394.84,11458.27,10288.85,10288.85,21875939390,194795554760
Jul-13-2019,11776.78,11805.29,10946.07,11397.16,20445438957,204093366918
Jul-12-2019,11385.98,11850.92,11187.86,11776.08,26435460615,206420409982
Jul-11-2019,12124.39,12124.39,11143.89,11376.68,31764845898,206612976422
Jul-10-2019,12557.93,13101.37,11718.18,12147.70,28216117506,225243638649
Jul-09-2019,12243.72,12763.93,12186.14,12545.45,25893451653,222356134151
Jul-08-2019,11450.36,12297.06,11358.02,12248.87,19668175502,209256337371
Jul-07-2019,11279.69,11550.67,11174.76,11441.62,18626823366,201538268813
Jul-06-2019,10997.06,11630.41,10997.06,11266.40,21458791318,202811565630
Jul-05-2019,11216.02,11388.10,10872.02,10980.08,23396188923,198662801324
Jul-04-2019,11953.65,11992.50,11179.00,11221.26,26219102230,208883657114
Jul-03-2019,10839.72,11943.63,10839.72,11943.63,28538254834,201536332812
Jul-02-2019,10635.87,10910.54,9778.40,10818.19,28317668492,184261578885
Jul-01-2019,10908.30,11294.56,10097.20,10638.00,26320633200,191842566812
Jun-30-2019,12106.22,12309.50,10912.26,10912.26,25096318919,207161133844
Jun-29-2019,12492.98,12492.98,11653.21,12097.57,30639783683,213784311075
Jun-28-2019,11297.16,12529.34,11019.36,12482.41,41124037816,210083846667
Jun-27-2019,13141.90,13444.81,10574.65,11237.08,44905142219,213407565688
Jun-26-2019,11794.47,13967.86,11772.13,13112.78,34129035518,226915550518
Jun-25-2019,11013.88,11810.13,11013.88,11810.13,22324164886,201653245703
Jun-24-2019,10899.11,11072.75,10679.37,11013.96,21896313109,193484767883
Jun-23-2019,10717.06,11204.17,10585.08,10880.05,25456978245,191698592970
Jun-22-2019,10227.36,11154.88,10128.36,10719.81,28282491558,190622440830
Jun-21-2019,9590.21,10162.20,9590.21,10162.20,20625984836,174952029444
Jun-20-2019,9310.16,9634.46,9299.44,9589.39,16672354916,167255381780
Jun-19-2019,9129.65,9328.24,9111.40,9311.88,17298750491,163497631681
Jun-18-2019,9341.20,9353.32,9042.99,9125.09,18912820365,163376166884
Jun-17-2019,9026.52,9403.70,9026.52,9328.08,18094529601,164175861822
Jun-16-2019,8861.69,9391.97,8839.58,9025.72,18436066644,161844700235
Jun-15-2019,8708.23,8880.23,8651.79,8859.60,16984569783,155416054331
Jun-14-2019,8291.20,8734.62,8253.96,8696.97,16288944560,149333479722
Jun-13-2019,8174.40,8368.74,8135.08,8286.91,15422325293,145894345153
Jun-12-2019,7969.99,8191.90,7900.59,8159.59,15774624963,143100445236
Jun-11-2019,8014.90,8025.32,7817.90,7962.76,15541222889,140949520902
Jun-10-2019,7752.22,8050.15,7635.91,8000.57,15727304862,139500284027
Jun-09-2019,7979.72,8001.18,7713.07,7750.81,14008185776,140054303146
Jun-08-2019,8060.74,8096.74,7883.57,7974.68,15038837206,141833433832
Jun-07-2019,7840.58,8116.89,7801.60,8070.90,17246216211,141378130721
Jun-06-2019,7863.51,7913.66,7623.18,7846.27,16990627607,138536087018
Jun-05-2019,7768.52,7919.57,7714.46,7860.51,19825003010,139046935244
Jun-04-2019,8341.43,8341.43,7651.97,7760.01,20969240897,141547784634
Jun-03-2019,8771.30,8771.30,8362.96,8362.96,18154175843,153083105420
Jun-02-2019,8598.79,8806.18,8586.83,8781.23,18710649784,154255226096
Jun-01-2019,8599.05,8634.38,8522.98,8596.11,20501225810,152203061805
May-31-2019,8333.86,8613.06,8217.01,8606.28,24501009081,149276268937
May-30-2019,8669.27,8991.45,8306.12,8380.87,21699755032,153674388531
May-29-2019,8719.96,8766.06,8549.56,8672.99,20269010723,153748374656
May-28-2019,8836.76,8849.55,8647.46,8721.62,22507477393,155050849963
May-27-2019,8751.57,8969.15,8652.93,8857.10,24518403982,156095071353
May-26-2019,8101.12,8762.01,7971.66,8736.63,16480490605,144622180906
May-25-2019,8023.42,8137.41,7991.34,8104.73,18344447275,142946415245
May-24-2019,7922.30,8134.67,7858.21,8021.48,17941265220,141677828468
May-23-2019,7730.83,7987.27,7579.51,7919.73,18641365509,137436595893
May-22-2019,7965.94,8010.77,7731.16,7744.86,17943842531,140394573940
May-21-2019,8004.58,8090.52,7864.92,7984.31,18657102217,141099127974
May-20-2019,8172.97,8172.97,7715.42,8004.46,19473852817,140450860102
May-19-2019,7328.42,8237.72,7328.42,8186.66,18965835929,140199101490
May-18-2019,7393.58,7511.65,7295.38,7332.61,20358130230,130597276788
May-17-2019,7923.05,7961.08,7083.26,7382.34,24863829847,129826835594
May-16-2019,8145.56,8318.80,7795.80,7918.88,26901315142,141797888356
May-15-2019,8002.66,8181.25,7867.37,8181.25,24854975387,142098738222
May-14-2019,7797.74,8260.70,7711.30,8028.24,26411583702,141283832937
May-13-2019,7010.55,8054.54,6941.76,7813.19,23280120724,130736126549
May-12-2019,7201.64,7510.85,6844.13,6992.04,27817884903,126665956943
May-11-2019,6393.00,7342.60,6391.28,7235.88,21851165450,120331366140
May-10-2019,6184.92,6429.72,6174.13,6386.69,12050097749,111855473445
May-09-2019,5973.10,6196.67,5973.10,6187.66,10212135035,107700187589
May-08-2019,5835.96,5973.94,5798.87,5973.94,10256612132,104312284390
May-07-2019,5740.53,5992.99,5739.28,5855.20,11666659861,104603047922
May-06-2019,5772.58,5782.45,5653.18,5742.76,13146879015,101114541294
May-05-2019,5819.01,5822.58,5714.37,5779.33,14352891358,102127694638
May-04-2019,5731.17,5855.32,5625.47,5820.36,15504428302,101753074650
May-03-2019,5483.87,5831.57,5475.47,5734.73,14648002410,100481839120
May-02-2019,5390.89,5516.52,5223.55,5485.78,12039530253,96371996506
May-01-2019,5306.24,5400.46,5298.15,5388.82,12587501075,94665895843
Apr-30-2019,5258.60,5366.91,5153.65,5305.98,12966428693,93251443222
Apr-29-2019,5296.55,5332.09,5216.49,5258.68,11817924324,93271178253
Apr-28-2019,5277.48,5322.31,5241.08,5293.94,11224137757,93558725514
Apr-27-2019,5272.05,5306.45,5233.56,5274.51,12999036803,93095675824
Apr-26-2019,5247.23,5339.67,5154.40,5264.27,15303879601,92930968587
Apr-25-2019,5489.66,5535.82,5241.37,5241.37,14540868075,96673539421
Apr-24-2019,5585.46,5660.86,5456.81,5484.27,15812762052,97833538670
Apr-23-2019,5421.27,5636.99,5410.56,5591.93,14955243755,98301997366
Apr-22-2019,5347.87,5438.06,5319.58,5417.51,12928762753,94605807380
Apr-21-2019,5365.44,5381.73,5296.63,5349.87,12438521689,94276486623
Apr-20-2019,5318.99,5372.56,5315.00,5363.76,12081570828,94407709108
Apr-19-2019,5308.33,5349.19,5253.52,5317.96,10722417915,93456046169
Apr-18-2019,5271.35,5330.75,5268.38,5309.26,11063569340,93467190506
Apr-17-2019,5274.41,5309.77,5247.41,5271.11,11718122917,92998442173
Apr-16-2019,5110.36,5285.27,5083.12,5280.62,11228915692,91019291252
Apr-15-2019,5190.13,5232.13,5068.36,5114.80,11043323425,91403037276
Apr-14-2019,5130.87,5198.61,5089.30,5187.56,9988617584,90502450270
Apr-13-2019,5089.80,5168.63,5081.41,5132.67,11589436402,90555419468
Apr-12-2019,5051.50,5139.18,4980.71,5090.03,13280752283,89654032272
Apr-11-2019,5339.75,5360.79,5033.27,5055.48,13805935888,90910170843
Apr-10-2019,5230.09,5438.08,5222.80,5334.17,11882218009,93420224932
Apr-09-2019,5300.61,5300.61,5190.41,5235.70,13296916759,92503923214
Apr-08-2019,5213.65,5330.06,5129.11,5303.99,14625045142,92790837421
Apr-07-2019,5066.36,5244.17,5066.36,5212.31,13686230210,90801148617
Apr-06-2019,5030.63,5209.79,4986.65,5066.74,12362742813,89025260544
Apr-05-2019,4926.40,5043.52,4922.06,5029.81,14519514536,87820060637
Apr-04-2019,4971.06,5055.96,4847.16,4924.08,18855926363,87702694242
Apr-03-2019,4887.76,5277.18,4887.76,4981.38,19127508757,88391800710
Apr-02-2019,4200.88,4915.32,4199.35,4888.06,13775711440,82056687695
Apr-01-2019,4199.62,4229.13,4184.98,4202.13,7908248778,74111589591
Mar-31-2019,4166.33,4210.95,4154.55,4202.59,7198090849,73555425133
Mar-30-2019,4130.01,4185.99,4111.50,4164.62,8325065859,73064228989
Mar-29-2019,4061.60,4143.06,4049.33,4128.95,8374378124,72241666334
Mar-28-2019,4062.83,4082.48,4034.84,4061.00,8505501000,71537752043
Mar-27-2019,3982.61,4070.65,3979.22,4069.69,8742943136,71135693820
Mar-26-2019,3968.28,3987.17,3954.05,3980.62,7619066425,69963093214
Mar-25-2019,4023.33,4038.83,3944.47,3969.70,6944311054,70620139355
Mar-24-2019,4033.56,4080.43,4012.28,4024.48,6725878926,70952645246
Mar-23-2019,4019.75,4043.79,4013.50,4034.59,6780074592,70907079961
Mar-22-2019,4021.93,4031.36,4013.35,4017.94,7201655912,70821862182
Mar-21-2019,4079.19,4093.78,4004.77,4024.28,7547057322,71371015462
Mar-20-2019,4036.49,4078.51,4012.04,4075.32,6972695206,71028307327
Mar-19-2019,4016.78,4048.75,4005.38,4039.79,6570358756,70848433871
Mar-18-2019,4008.28,4046.61,3975.36,4020.47,6488791546,70577660288
Mar-17-2019,4022.97,4036.72,3982.22,4007.17,6292934445,70469401196
Mar-16-2019,3939.15,4051.96,3939.15,4024.23,7722720660,70565455877
Mar-15-2019,3897.14,3947.51,3892.04,3928.04,8017629320,68905538082
Mar-14-2019,3896.67,3924.17,3883.22,3900.38,7576546206,68594118247
Mar-13-2019,3903.84,3914.37,3879.64,3895.62,7384926003,68559756176
Mar-12-2019,3882.35,3925.11,3845.31,3901.11,7663407757,68498276267
Mar-11-2019,3900.46,3912.11,3855.22,3879.10,7052643190,68260444444
Mar-10-2019,3932.19,3932.19,3882.91,3902.81,7402567149,68630276307
Mar-09-2019,3872.91,3941.82,3866.93,3931.90,7940967853,68632942257
Mar-08-2019,3888.63,3915.22,3854.31,3872.14,7471167904,68455823439
Mar-07-2019,3873.82,3911.32,3864.76,3888.25,7068518207,68389529261
Mar-06-2019,3857.63,3883.83,3839.92,3873.67,7747260333,67853817218
Mar-05-2019,3767.76,3875.96,3738.44,3855.00,7223804195,66871679335
Mar-04-2019,3879.96,3919.15,3733.92,3755.24,6433983663,66481344993
Mar-03-2019,3845.48,3898.09,3827.08,3881.08,5447909338,67674260304
Mar-02-2019,3832.52,3862.22,3809.45,3848.66,5447071839,67451985856
Mar-01-2019,3844.92,3861.18,3825.99,3834.29,5864825754,67547876583
Feb-28-2019,3839.01,3886.92,3817.06,3845.26,6383018982,67524517742
Feb-27-2019,3844.37,3867.84,3785.19,3841.62,5619005741,67492550623
Feb-26-2019,3866.38,3870.31,3820.22,3842.99,6678465743,67504500386
Feb-25-2019,3808.47,3892.45,3804.10,3868.16,8314405155,67512079933
Feb-24-2019,4123.50,4172.08,3784.64,3807.51,7968911492,70438655319
Feb-23-2019,3968.32,4143.21,3938.94,4123.67,5993819034,70198023840
Feb-22-2019,3897.19,3972.32,3820.82,3970.59,5345237781,68785578127
Feb-21-2019,3918.18,3956.25,3881.83,3894.54,5511697634,68510501929
Feb-20-2019,3894.11,3951.68,3873.88,3918.39,6006841480,68550255059
Feb-19-2019,3859.02,3958.54,3851.73,3893.27,7132811992,68403436337
Feb-18-2019,3628.79,3891.03,3622.63,3858.95,5319393066,65846716577
Feb-17-2019,3598.15,3637.77,3577.45,3630.27,3355410897,63155392542
Feb-16-2019,3596.03,3660.52,3590.47,3599.14,3356391568,63260834288
Feb-15-2019,3576.13,3626.92,3568.11,3596.82,3212862424,62983534860
Feb-14-2019,3589.19,3611.07,3569.90,3577.37,3892246586,62896435206
Feb-13-2019,3605.36,3632.69,3578.40,3590.15,4162249066,63129983387
Feb-12-2019,3616.57,3627.24,3581.12,3608.15,3762188026,63134249876
Feb-11-2019,3666.35,3666.35,3606.97,3615.97,3825671006,63473419494
Feb-10-2019,3648.64,3664.27,3608.20,3663.53,3568337039,63662199519
Feb-09-2019,3634.18,3651.23,3615.18,3648.62,4816337562,63679817043
Feb-08-2019,3384.37,3703.01,3374.52,3632.62,3699125550,60854294841
Feb-07-2019,3406.91,3424.18,3366.80,3382.95,3172882606,59547115263
Feb-06-2019,3461.93,3466.82,3391.97,3405.56,3276428017,59794070481
Feb-05-2019,3452.86,3471.53,3419.75,3463.44,3263936607,60530561135
Feb-04-2019,3453.01,3508.06,3434.03,3453.03,3197948102,60519994916
Feb-03-2019,3498.02,3499.46,3432.58,3451.48,2976985222,60692509793
Feb-02-2019,3471.27,3502.07,3445.45,3502.07,2966701131,60670499449
Feb-01-2019,3444.92,3480.37,3411.84,3474.40,3256397944,60405667950
Jan-31-2019,3468.57,3489.92,3431.56,3447.81,3724578166,60479604544
Jan-30-2019,3437.33,3480.92,3418.86,3470.83,3858199435,60533018566
Jan-29-2019,3459.94,3467.84,3392.54,3438.81,3953321271,60116952599
Jan-28-2019,3574.36,3574.36,3427.06,3462.06,3861302295,60865149518
Jan-27-2019,3595.46,3605.28,3547.93,3575.70,3232926764,62714618465
Jan-26-2019,3591.26,3649.32,3584.55,3595.15,3233121779,63083643789
Jan-25-2019,3601.93,3612.21,3563.23,3590.98,3296210349,62792848072
Jan-24-2019,3592.86,3627.35,3568.76,3601.87,3378214502,62846922846
Jan-23-2019,3606.59,3630.20,3574.51,3592.90,4711866363,63051066850
Jan-22-2019,3547.78,3628.57,3476.81,3608.38,4101549979,62499016812
Jan-21-2019,3580.39,3649.75,3527.20,3547.12,3563557075,62527159654
Jan-20-2019,3732.31,3746.10,3560.54,3583.51,3873034471,63901100448
Jan-19-2019,3652.35,3766.80,3650.96,3735.95,3689835108,64957741160
Jan-18-2019,3682.44,3686.30,3632.80,3653.19,4651045589,63998003595
Jan-17-2019,3654.06,3687.62,3624.55,3684.25,4616526889,63831849028
Jan-16-2019,3636.62,3710.60,3630.81,3658.25,4660577413,63940378393
Jan-15-2019,3704.36,3721.25,3618.69,3640.21,5156096242,64404876008
Jan-14-2019,3555.55,3728.42,3552.32,3705.94,4486462096,63313095329
Jan-13-2019,3668.58,3675.77,3545.77,3553.23,3457204813,63452656417
Jan-12-2019,3690.43,3697.35,3656.99,3668.25,3649925423,64266228548
Jan-11-2019,3671.21,3713.29,3641.29,3678.69,4763746665,64390139752
Jan-10-2019,4032.37,4063.30,3656.97,3673.22,4556093683,67065341441
Jan-09-2019,4031.22,4066.41,4016.86,4032.58,3988908524,70659766859
Jan-08-2019,4040.43,4109.51,4004.65,4030.99,3846753571,70588339586
Jan-07-2019,4082.10,4103.70,4027.39,4036.96,4366201232,70825217849
Jan-06-2019,3868.74,4104.08,3846.98,4085.91,4003384609,68616058385
Jan-05-2019,3876.74,3928.93,3850.44,3866.00,4197364687,67869837649
Jan-04-2019,3847.08,3888.23,3795.30,3877.82,3521627989,67090187664
Jan-03-2019,3935.38,3935.38,3828.51,3844.00,4077088833,67747665990
Jan-02-2019,3852.52,3944.48,3825.30,3938.63,3910033511,67529969729
Jan-01-2019,3747.29,3857.66,3720.53,3851.18,3433814142,65616965836
Dec-31-2018,3863.97,3865.31,3727.10,3746.12,3648742018,66406699584
Dec-30-2018,3800.91,3885.94,3783.46,3863.17,3919248135,66970589828
Dec-29-2018,3909.58,3951.33,3832.10,3832.10,4424442569,68132982916
Dec-28-2018,3642.82,3931.01,3638.00,3902.73,4067221987,65297366115
Dec-27-2018,3837.10,3850.98,3633.37,3651.17,3705806155,65664911394
Dec-26-2018,3801.99,3872.51,3751.58,3833.46,4006659136,66495840081
Dec-25-2018,4052.35,4053.80,3741.53,3789.44,4723284026,66450424383
Dec-24-2018,3974.49,4218.51,3974.49,4049.13,5069262379,72028764601
Dec-23-2018,3992.59,4061.60,3956.04,3980.15,4105611461,69886595332
Dec-22-2018,3869.32,3986.99,3836.17,3985.95,4205980838,67798607043
Dec-21-2018,4104.63,4179.46,3823.73,3872.50,5892067716,69795862039
Dec-20-2018,3716.95,4149.98,3701.50,4103.26,5608484489,68730841611
Dec-19-2018,3672.83,3910.05,3656.80,3719.30,4910794539,65607240817
Dec-18-2018,3519.64,3671.09,3458.16,3671.04,4009405531,61404376692
Dec-17-2018,3260.54,3576.13,3256.29,3520.01,2706691386,58833859911
Dec-16-2018,3242.71,3304.75,3237.50,3259.04,2303080492,57063453547
Dec-15-2018,3239.81,3269.71,3188.54,3244.87,2573365294,56328163571
Dec-14-2018,3315.71,3334.27,3199.34,3236.70,2873115299,57247895834
Dec-13-2018,3475.40,3480.82,3302.79,3314.35,2600813123,59484285858
Dec-12-2018,3397.15,3515.64,3380.72,3471.92,2888792463,60044678954
Dec-11-2018,3462.69,3475.45,3364.13,3394.22,2910200652,59516580426
Dec-10-2018,3583.50,3620.70,3425.45,3464.84,3018304106,61279573412
Dec-09-2018,3457.42,3669.37,3438.49,3586.57,3223762331,61354932799
Dec-08-2018,3429.74,3498.50,3328.19,3465.34,4006131236,59637373127
Dec-07-2018,3524.90,3524.90,3279.33,3424.13,4339092126,59430360548
Dec-06-2018,3772.88,3880.13,3530.42,3530.42,3526083512,65487218498
Dec-05-2018,3965.36,3973.94,3777.50,3778.64,3223065038,67477483664
Dec-04-2018,3905.49,4080.02,3847.85,3960.00,3412849904,69101241736
Dec-03-2018,4150.83,4162.64,3868.41,3905.39,3248618118,69577166094
Dec-02-2018,4206.22,4291.70,4118.79,4143.98,3302972568,72782116451
Dec-01-2018,4036.23,4288.12,3977.62,4208.47,3729733004,71909725614
Nov-30-2018,4303.99,4331.59,3968.03,4030.04,4195701633,71944047206
Nov-29-2018,4255.28,4429.73,4152.04,4295.39,4938676330,74359450094
Nov-28-2018,3837.96,4377.61,3837.96,4256.46,4676357419,71253168046
Nov-27-2018,3800.60,3873.27,3679.71,3835.02,4439296219,65601561665
Nov-26-2018,3994.42,4091.50,3665.57,3801.73,4770358621,68102045614
Nov-25-2018,3886.47,4110.04,3596.01,4008.33,4489490623,66596064263
Nov-24-2018,4369.21,4437.12,3822.14,3894.62,2981154609,74836811587
Nov-23-2018,4345.66,4408.55,4219.99,4374.32,3403581481,75242729630
Nov-22-2018,4604.94,4640.49,4377.55,4377.55,3559480940,78878360571
Nov-21-2018,4502.47,4722.89,4355.94,4609.51,5864613009,78662243547
Nov-20-2018,4871.84,4970.28,4274.17,4470.86,6200899670,80505402156
Nov-19-2018,5651.28,5653.31,4858.77,4893.02,3984630709,92033798170
Nov-18-2018,5631.94,5676.51,5612.23,5647.48,2911353905,98099364144
Nov-17-2018,5634.79,5637.37,5582.24,5631.54,3341914743,97484707041
Nov-16-2018,5654.21,5674.91,5555.68,5627.48,4458433780,97816773176
Nov-15-2018,5781.03,5801.40,5376.45,5654.72,6458882429,97554149325
Nov-14-2018,6361.40,6382.56,5560.88,5747.08,4014854969,106819684637
Nov-13-2018,6371.73,6391.56,6337.93,6371.37,3142925618,110624815329
Nov-12-2018,6411.28,6431.82,6354.97,6364.39,3115460519,111111385265
Nov-11-2018,6400.03,6419.63,6364.82,6407.68,3237576630,111173308749
Nov-10-2018,6395.74,6423.77,6395.74,6399.52,3377807844,111334348306
Nov-09-2018,6470.01,6479.87,6385.64,6397.94,3774750025,111602448917
Nov-08-2018,6526.89,6545.12,6463.99,6468.14,4001027787,112885576824
Nov-07-2018,6437.63,6546.92,6432.38,6526.82,4327547730,113226908644
Nov-06-2018,6406.48,6444.68,6381.01,6428.29,4020828315,111233482912
Nov-05-2018,6458.93,6460.08,6402.33,6413.99,3957885847,111606758466
Nov-04-2018,6386.91,6483.23,6372.30,6456.24,3464581702,111361998364
Nov-03-2018,6408.42,6408.53,6360.14,6387.92,3206344282,110842176728
Nov-02-2018,6368.62,6443.40,6368.62,6407.75,3392903656,111154666111
Nov-01-2018,6299.90,6396.22,6293.05,6368.31,3290643879,109970367011
Oct-31-2018,6283.63,6323.64,6238.64,6298.84,3286097616,109117486104
Oct-30-2018,6255.06,6304.14,6255.06,6284.59,3434096462,109018165795
Oct-29-2018,6406.27,6407.65,6242.81,6252.27,3093193492,109910915068
Oct-28-2018,6416.55,6464.69,6381.14,6406.22,2906079102,111113637088
Oct-27-2018,6418.62,6430.37,6392.84,6416.19,2928172852,111234626436
Oct-26-2018,6420.86,6426.95,6385.63,6416.41,3097524567,111174390775
Oct-25-2018,6433.23,6440.66,6396.05,6420.37,3484524078,111364157267
Oct-24-2018,6423.51,6490.19,6413.60,6433.07,3363537343,111858439014
Oct-23-2018,6465.94,6474.40,6416.73,6423.91,3291200247,111667106304
Oct-22-2018,6477.22,6494.30,6448.57,6466.25,2956097583,112173022104
Oct-21-2018,6465.94,6505.72,6429.06,6475.86,2678968945,112505396344
Oct-20-2018,6456.36,6472.94,6439.17,6461.90,2966669746,111908678080
Oct-19-2018,6480.16,6495.14,6450.30,6455.40,3173937549,112085147709
Oct-18-2018,6520.91,6540.47,6461.58,6479.30,3281648436,112767667559
Oct-17-2018,6556.35,6578.47,6491.22,6520.26,3451052342,113082408595
Oct-16-2018,6569.00,6656.35,6526.21,6552.08,4349704177,113805789346
Oct-15-2018,6325.07,7241.01,6297.97,6576.76,4839273501,113806586910
Oct-14-2018,6322.63,6382.17,6312.44,6321.81,2473293529,110079030610
Oct-13-2018,6291.16,6325.16,6286.92,6325.16,2707685988,109322150989
Oct-12-2018,6245.13,6339.63,6218.53,6293.90,3568675355,109121780973
Oct-11-2018,6597.07,6597.07,6223.70,6252.44,3856048836,109219268262
Oct-10-2018,6646.18,6646.18,6532.79,6599.43,2892787743,114081289349
Oct-09-2018,6656.12,6663.22,6606.33,6646.66,2895217737,114956847792
Oct-08-2018,6602.29,6681.34,6583.79,6657.27,2719149066,114740752409
Oct-07-2018,6591.96,6629.60,6544.87,6595.64,2328395842,113885583317
Oct-06-2018,6628.53,6629.70,6567.12,6591.00,2497460196,114207096563
Oct-05-2018,6577.59,6646.67,6549.52,6626.55,2672396691,113949423391
Oct-04-2018,6502.28,6613.38,6499.82,6574.05,2889072642,113831892688
Oct-03-2018,6539.37,6540.73,6450.16,6505.26,3109636692,112295917051
Oct-02-2018,6596.43,6609.79,6521.25,6534.42,2973884241,113761573692
Oct-01-2018,6624.02,6653.04,6531.90,6596.02,3103181637,114217337031
Sep-30-2018,6594.93,6642.93,6555.15,6619.48,3156173084,114125391351
Sep-29-2018,6639.13,6639.13,6499.13,6600.21,3667760047,113523191862
Sep-28-2018,6680.32,6780.34,6572.82,6641.96,3950139503,115399223369
Sep-27-2018,6472.99,6708.89,6456.87,6676.85,3534387056,112980748530
Sep-26-2018,6445.35,6551.84,6402.49,6479.08,3710739996,111886146159
Sep-25-2018,6588.87,6588.87,6376.75,6438.63,3810213971,111259583836
Sep-24-2018,6709.09,6725.15,6575.65,6586.79,3574785844,114895992793
Sep-23-2018,6707.06,6772.41,6676.57,6709.84,3519712890,116033559672
Sep-22-2018,6736.85,6801.84,6616.38,6707.24,4979240365,115821882887
Sep-21-2018,6493.15,6752.40,6493.15,6744.70,4903492829,114817041724
Sep-20-2018,6399.80,6513.95,6366.83,6497.02,3420591798,110865716892
Sep-19-2018,6358.74,6490.63,6178.64,6397.13,3147521552,109804752781
Sep-18-2018,6275.50,6392.26,6256.13,6363.86,3249090129,109083774870
Sep-17-2018,6512.22,6540.85,6241.77,6274.23,2835108019,110824849006
Sep-16-2018,6535.01,6535.01,6432.95,6512.15,2612709364,112239914835
Sep-15-2018,6500.85,6566.83,6491.86,6537.21,2906742501,112731567390
Sep-14-2018,6498.18,6585.31,6440.81,6509.22,3449529789,112457477608
Sep-13-2018,6356.88,6530.99,6356.88,6501.15,3265539092,111509933621
Sep-12-2018,6311.37,6365.05,6243.02,6359.15,3072304773,108758126327
Sep-11-2018,6328.69,6391.78,6232.73,6306.69,2960797320,109082762653
Sep-10-2018,6274.81,6364.05,6274.81,6330.67,2898910709,109069459979
Sep-09-2018,6213.22,6434.37,6186.81,6277.68,3170107868,109035714370
Sep-08-2018,6432.03,6495.35,6164.50,6214.52,3029596738,110352219740
Sep-07-2018,6527.53,6551.34,6367.81,6436.84,3604584134,111668930821
Sep-06-2018,6720.25,6720.25,6371.90,6519.68,5128823495,111338543931
Sep-05-2018,7364.13,7391.52,6714.91,6714.91,4063479415,123206380151
Sep-04-2018,7267.91,7399.96,7246.75,7360.99,3585026575,126418425072
Sep-03-2018,7278.25,7324.29,7185.26,7268.86,3587720775,125176534045
Sep-02-2018,7189.71,7303.01,7126.75,7277.24,4026452650,124689669676
Sep-01-2018,7011.75,7238.26,7011.75,7193.25,3736417381,122433880682
Aug-31-2018,6977.18,7056.50,6905.34,7018.26,3847879825,120305931834
Aug-30-2018,7036.43,7058.90,6832.74,6973.88,3821615060,119735169323
Aug-29-2018,7080.26,7118.61,6960.46,7036.64,4017126669,121596972339
Aug-28-2018,6892.12,7116.24,6870.99,7082.64,4088489332,120406267604
Aug-27-2018,6708.16,6885.06,6671.24,6883.39,3208584744,115875282123
Aug-26-2018,6740.97,6763.80,6594.15,6705.16,2897692512,115136755514
Aug-25-2018,6703.50,6787.24,6682.14,6745.16,3482620042,115890204076
Aug-24-2018,6534.23,6721.36,6501.07,6709.59,3159935179,113122648892
Aug-23-2018,6379.98,6545.66,6379.98,6528.52,3432974935,111083798683
Aug-22-2018,6481.30,6820.08,6319.85,6376.53,3605706790,113589812747
Aug-21-2018,6284.25,6494.95,6282.06,6482.48,3352928439,110497806843
Aug-20-2018,6504.06,6539.18,6277.40,6291.97,3226319435,111320719763
Aug-19-2018,6416.24,6543.64,6354.65,6509.31,3185408872,110575568197
Aug-18-2018,6597.21,6628.43,6345.79,6420.02,4098661004,111471615191
Aug-17-2018,6339.30,6587.63,6331.72,6587.23,4220932607,111590079309
Aug-16-2018,6302.07,6475.48,6263.54,6329.70,4159955398,109615804939
Aug-15-2018,6217.84,6594.44,6217.84,6306.30,4271528735,109910003262
Aug-14-2018,6287.05,6287.05,5952.34,6207.12,4314826468,104715326537
Aug-13-2018,6342.50,6509.96,6209.06,6284.93,3625488362,109683741539
Aug-12-2018,6269.57,6433.37,6227.37,6342.51,3631377731,108986681778
Aug-11-2018,6178.82,6460.50,6100.81,6293.92,4185821571,106925855935
Aug-10-2018,6556.80,6587.11,6109.97,6183.83,4181392944,110450434361
Aug-09-2018,6291.65,6629.94,6248.59,6563.76,4210397001,110258412338
Aug-08-2018,6736.30,6736.30,6205.35,6281.52,4609610922,111187622462
Aug-07-2018,6945.22,7140.71,6722.27,6732.83,3700827846,120399763551
Aug-06-2018,7040.94,7144.01,6869.73,6935.71,3306255574,120402336023
Aug-05-2018,7021.62,7076.47,6924.91,7041.99,3682909104,120528010090
Aug-04-2018,7423.37,7491.74,6967.70,7017.84,3860203505,124874388282
Aug-03-2018,7548.46,7548.46,7309.31,7422.44,4091971160,127285663217
Aug-02-2018,7600.56,7685.92,7508.52,7551.49,4163829164,130538683461
Aug-01-2018,7744.63,7747.42,7492.22,7596.72,4823441462,130208064859
Jul-31-2018,8174.64,8174.64,7662.79,7752.14,5247534992,136223543688
